13500 	N SH 45 EB 	DWI 2ND 	1
E 7TH ST / SAN JACINTO BLVD 	-97.7400407,30.26829473 	DWI 	3
E 7TH ST / SAN JACINTO BLVD 	-97.7400407,30.26829473 	CRASH/LEAVING THE SCENE 	8
E 7TH ST / SHADY LN 	-97.69757824,30.25335194 	DWI 	1
E 7TH ST / SPRINGDALE RD 	-97.70167745,30.2560353 	DWI  .15 BAC OR ABOVE 	1
E 7TH ST / SPRINGDALE RD 	-97.70167745,30.2560353 	CRASH/FAIL STOP AND RENDER AID 	1
E 7TH ST / SPRINGDALE RD 	-97.70167745,30.2560353 	CRASH/LEAVING THE SCENE 	3
E 7TH ST / TRINITY ST 	-97.73895215,30.26800591 	DWI 	2
E 7TH ST / TRINITY ST 	-97.73895215,30.26800591 	DWI 2ND 	1
E 7TH ST / TRINITY ST 	-97.73895215,30.26800591 	CRASH/FAIL STOP AND RENDER AID 	1
E 7TH ST / TRINITY ST 	-97.73895215,30.26800591 	DRIVING WHILE INTOX / FELONY 	1
E 7TH ST / TRINITY ST 	-97.73895215,30.26800591 	CRASH/LEAVING THE SCENE 	5
E 7TH ST / WALLER ST 	-97.73033682,30.26542463 	DWI 	1
E 7TH ST / WALLER ST 	-97.73033682,30.26542463 	CRASH/LEAVING THE SCENE 	2
E 7TH ST / WEBBERVILLE RD 	-97.71720388,30.26143868 	DWI 	1
E 7TH ST / WEBBERVILLE RD 	-97.71720388,30.26143868 	CRASH/LEAVING THE SCENE 	1
100-2200 	E 8TH ST 	CRASH/AUTO VS PEDESTRIAN 	1
100-2200 	E 8TH ST 	CRASH/CITY VEHICLE 	8
100-2200 	E 8TH ST 	CRASH/LEAVING THE SCENE 	11
100-2200 	E 8TH ST 	CRASH/NO INJURY 	2
100-2200 	E 8TH ST 	DWI  .15 BAC OR ABOVE 	2
100-2200 	E 8TH ST 	DWI 	19
100-2200 	E 8TH ST 	DWI 2ND 	1
E 8TH ST / BRAZOS ST 	-97.74078379,30.26953092 	DWI 	1
E 8TH ST / BRAZOS ST 	-97.74078379,30.26953092 	CRASH/LEAVING THE SCENE 	1
E 8TH ST / CONGRESS AVE 	-97.74211724,30.26990443 	DWI  .15 BAC OR ABOVE 	1
E 8TH ST / CONGRESS AVE 	-97.74211724,30.26990443 	DWI 	1
E 8TH ST / CONGRESS AVE 	-97.74211724,30.26990443 	CRASH/LEAVING THE SCENE 	4
E 8TH ST / N IH 35 SVRD SB 	-97.73430199,30.26772465 	DWI 	1
E 8TH ST / NECHES ST 	-97.73756635,30.26863793 	CRASH/LEAVING THE SCENE 	2
E 8TH ST / RED RIVER ST 	-97.73649121,30.26832186 	DWI  .15 BAC OR ABOVE 	1
E 8TH ST / RED RIVER ST 	-97.73649121,30.26832186 	DWI 	2
E 8TH ST / RED RIVER ST 	-97.73649121,30.26832186 	CRASH/LEAVING THE SCENE 	1
E 8TH ST / RED RIVER ST 	-97.73649121,30.26832186 	DWI 2ND 	1
E 8TH ST / SAN JACINTO BLVD 	-97.73969861,30.26923392 	CRASH/CITY VEHICLE 	1
E 8TH ST / SAN JACINTO BLVD 	-97.73969861,30.26923392 	CRASH/LEAVING THE SCENE 	1
E 8TH ST / SAN JACINTO BLVD 	-97.73969861,30.26923392 	DWI 	1
E 8TH ST / TRINITY ST 	-97.73861057,30.26892586 	CRASH/LEAVING THE SCENE 	2
600-2500 	E 9TH ST 	DWI 	3
600-2500 	E 9TH ST 	CRASH/LEAVING THE SCENE 	4
E 9TH ST / CONGRESS AVE 	-97.74175911,30.27085156 	CRASH/CITY VEHICLE 	1
E 9TH ST / RED RIVER ST 	-97.73615748,30.26930246 	CRASH/LEAVING THE SCENE 	3
E 9TH ST / TRINITY ST 	-97.73826766,30.26989529 	DWI 	1
E ANDERSON EB TO N 35 SB RAMP / N IH 35 SB 	-97.70225999,30.33603886 	CRASH/LEAVING THE SCENE 	3
0 	E ANDERSON EB TO N IH 35 SB RAMP 	CRASH/LEAVING THE SCENE 	1
400 	E ANDERSON LANE EB 	DWI 	1
100-2500 	E ANDERSON LN EB 	CRASH/NO INJURY 	1
100-2500 	E ANDERSON LN EB 	CRASH/LEAVING THE SCENE 	19
100-2500 	E ANDERSON LN EB 	CRASH/FAIL STOP AND RENDER AID 	1
100-2500 	E ANDERSON LN EB 	DWI 2ND 	1
100-2500 	E ANDERSON LN EB 	CRASH/INTOXICATION ASSAULT 	1
100-2500 	E ANDERSON LN EB 	DWI 	1
100-2500 	E ANDERSON LN EB 	DWI - DRUG RECOGNITION EXPERT 	1
100-2500 	E ANDERSON LN EB 	RECKLESS DRIVING 	1
E ANDERSON LN EB / ED BLUESTEIN BLVD SB 	-97.67347373,30.32552429 	CRASH/LEAVING THE SCENE 	1
300-2500 	E ANDERSON LN SVRD EB 	DWI  .15 BAC OR ABOVE 	1
300-2500 	E ANDERSON LN SVRD EB 	DWI 	3
300-2500 	E ANDERSON LN SVRD EB 	DRIVING WHILE INTOX / FELONY 	1
300-2500 	E ANDERSON LN SVRD EB 	CRASH/FAIL STOP AND RENDER AID 	3
300-2500 	E ANDERSON LN SVRD EB 	CRASH/LEAVING THE SCENE 	12
E ANDERSON LN SVRD EB / CAMERON RD 	-97.68662494,30.33222134 	CRASH/LEAVING THE SCENE 	2
E ANDERSON LN SVRD EB / E US 290 HWY SVRD WB 	-97.67460429,30.32591629 	CRASH/LEAVING THE SCENE 	1
E ANDERSON LN SVRD EB / GESSNER DR 	-97.70395554,30.34258377 	DWI 	1
E ANDERSON LN SVRD EB / N IH 35 SVRD NB 	-97.69956405,30.3388549 	DWI 2ND 	1
E ANDERSON LN SVRD EB / N IH 35 SVRD SB 	-97.70065304,30.3395016 	DWI 	1
E ANDERSON LN SVRD EB / N IH 35 SVRD SB 	-97.70065304,30.3395016 	CRASH/LEAVING THE SCENE 	2
100-2300 	E ANDERSON LN SVRD WB 	CRASH/AUTO VS PEDESTRIAN 	1
100-2300 	E ANDERSON LN SVRD WB 	CRASH/CITY VEHICLE 	2
100-2300 	E ANDERSON LN SVRD WB 	CRASH/FATALITY 	1
100-2300 	E ANDERSON LN SVRD WB 	CRASH/LEAVING THE SCENE 	12
100-2300 	E ANDERSON LN SVRD WB 	DRIVING WHILE INTOX / FELONY 	2
100-2300 	E ANDERSON LN SVRD WB 	CRASH/FAIL STOP AND RENDER AID 	2
100-2300 	E ANDERSON LN SVRD WB 	DWI 2ND 	1
100-2300 	E ANDERSON LN SVRD WB 	DWI 	5
E ANDERSON LN SVRD WB / CAMERON RD 	-97.68617361,30.33283911 	DWI 2ND 	1
E ANDERSON LN SVRD WB / CAMERON RD 	-97.68617361,30.33283911 	CRASH/FAIL STOP AND RENDER AID 	1
E ANDERSON LN SVRD WB / CAMERON RD 	-97.68617361,30.33283911 	CRASH/LEAVING THE SCENE 	3
E ANDERSON LN SVRD WB / GEORGIAN DR 	-97.70507691,30.34402319 	CRASH/LEAVING THE SCENE 	1
E ANDERSON LN SVRD WB / N IH 35 SB TO ANDERSON WB RAMP 	-97.70103567,30.34000452 	CRASH/LEAVING THE SCENE 	1
E ANDERSON LN SVRD WB / N IH 35 SVRD NB 	-97.69956405,30.3388549 	CRASH/LEAVING THE SCENE 	2
E ANDERSON LN SVRD WB / N IH 35 SVRD SB 	-97.70065304,30.3395016 	CRASH/LEAVING THE SCENE 	2
E ANDERSON LN SVRD WB / NORTHCREST BLVD 	-97.70507691,30.34402319 	DWI 	2
E ANDERSON LN SVRD WB / NORWOOD PARK BLVD 	-97.69319365,30.33607803 	DWI 	1
E ANDERSON LN SVRD WB / NORWOOD PARK BLVD 	-97.69319365,30.33607803 	CRASH/LEAVING THE SCENE 	1
200-2100 	E ANDERSON LN WB 	DWI  .15 BAC OR ABOVE 	1
200-2100 	E ANDERSON LN WB 	DRIVING WHILE INTOX / FELONY 	1
200-2100 	E ANDERSON LN WB 	CRASH/LEAVING THE SCENE 	9
200-2100 	E ANDERSON LN WB 	RECKLESS DRIVING 	1
E ANDERSON LN WB / CAMERON TO E ANDERSON WB RAMP 	-97.69549246,30.33688995 	CRASH/LEAVING THE SCENE 	2
E ANDERSON LN WB / N IH 35 NB TO ANDERSON WB RAMP 	-97.70362038,30.3426649 	CRASH/LEAVING THE SCENE 	1
E ANNIE ST / S CONGRESS AVE 	-97.75097033,30.24609204 	CRASH/LEAVING THE SCENE 	1
E APPLEGATE DR / N IH 35 SVRD NB 	-97.68096817,30.36879183 	DWI 	1
E APPLEGATE DR / N IH 35 SVRD NB 	-97.68096817,30.36879183 	CRASH/LEAVING THE SCENE 	1
100-8300 	E BEN WHITE BLVD EB 	DWI  .15 BAC OR ABOVE 	1
100-8300 	E BEN WHITE BLVD EB 	CRASH/FATALITY 	1
100-8300 	E BEN WHITE BLVD EB 	CRASH/LEAVING THE SCENE 	41
100-8300 	E BEN WHITE BLVD EB 	DRIVING WHILE INTOX / FELONY 	2
100-8300 	E BEN WHITE BLVD EB 	CRASH/FAIL STOP AND RENDER AID 	2
100-8300 	E BEN WHITE BLVD EB 	CRASH/SERIOUS BODILY INJURY 	1
100-8300 	E BEN WHITE BLVD EB 	DWI 	17
100-8300 	E BEN WHITE BLVD EB 	RECKLESS DRIVING 	1
E BEN WHITE BLVD EB / E RIVERSIDE DR 	-97.69049433,30.21828468 	CRASH/LEAVING THE SCENE 	1
E BEN WHITE BLVD EB / E SH 71 EB 	-97.67829207,30.2223201 	CRASH/LEAVING THE SCENE 	1
E BEN WHITE BLVD EB / S IH 35 SB TO BEN WHITE RAMP 	-97.74348158,30.21609429 	CRASH/LEAVING THE SCENE 	1
500 	E BEN WHITE BLVD SVRD 	DWI 2ND 	1
100-7600 	E BEN WHITE BLVD SVRD EB 	CRASH/NO INJURY 	2
100-7600 	E BEN WHITE BLVD SVRD EB 	DWI 	12
100-7600 	E BEN WHITE BLVD SVRD EB 	DRIVING WHILE INTOX / FELONY 	1
100-7600 	E BEN WHITE BLVD SVRD EB 	CRASH/LEAVING THE SCENE 	25
100-7600 	E BEN WHITE BLVD SVRD EB 	DWI 2ND 	2
E BEN WHITE BLVD SVRD EB / BURLESON RD 	-97.73358891,30.21466445 	DWI  .15 BAC OR ABOVE 	1
E BEN WHITE BLVD SVRD EB / BURLESON RD 	-97.73358891,30.21466445 	CRASH/CITY VEHICLE 	1
E BEN WHITE BLVD SVRD EB / BURLESON RD 	-97.73358891,30.21466445 	CRASH/FAIL STOP AND RENDER AID 	1
E BEN WHITE BLVD SVRD EB / BURLESON RD 	-97.73358891,30.21466445 	DWI 	1
E BEN WHITE BLVD SVRD EB / MONTOPOLIS DR 	-97.71254246,30.21198018 	CRASH/LEAVING THE SCENE 	1
E BEN WHITE BLVD SVRD EB / S CONGRESS AVE 	-97.7641747,30.22247928 	CRASH/LEAVING THE SCENE 	3
E BEN WHITE BLVD SVRD EB / S IH 35 SVRD SB 	-97.75252875,30.21575438 	CRASH/LEAVING THE SCENE 	2
E BEN WHITE BLVD SVRD EB / WOODWARD ST 	-97.7440742,30.21572398 	CRASH/LEAVING THE SCENE 	5
100-7800 	E BEN WHITE BLVD SVRD WB 	DWI  .15 BAC OR ABOVE 	2
100-7800 	E BEN WHITE BLVD SVRD WB 	DWI 	8
100-7800 	E BEN WHITE BLVD SVRD WB 	DWI - DRUG RECOGNITION EXPERT 	3
100-7800 	E BEN WHITE BLVD SVRD WB 	CRASH/LEAVING THE SCENE 	25
100-7800 	E BEN WHITE BLVD SVRD WB 	DWI 2ND 	2
E BEN WHITE BLVD SVRD WB / ALVIN DEVANE BLVD 	-97.72042128,30.21373363 	CRASH/LEAVING THE SCENE 	1
E BEN WHITE BLVD SVRD WB / BURLESON RD 	-97.73343615,30.21539844 	CRASH/LEAVING THE SCENE 	2
E BEN WHITE BLVD SVRD WB / CATALINA DR 	-97.73878927,30.21617809 	DWI 	1
E BEN WHITE BLVD SVRD WB / S CONGRESS AVE 	-97.76360209,30.2234084 	CRASH/CITY VEHICLE 	1
E BEN WHITE BLVD SVRD WB / S CONGRESS AVE 	-97.76360209,30.2234084 	DWI 	1
E BEN WHITE BLVD SVRD WB / S CONGRESS AVE 	-97.76360209,30.2234084 	CRASH/LEAVING THE SCENE 	1
E BEN WHITE BLVD SVRD WB / S IH 35 SVRD NB 	-97.75041642,30.21682292 	DWI 2ND 	1
E BEN WHITE BLVD SVRD WB / S IH 35 SVRD SB 	-97.75180776,30.21701874 	CRASH/LEAVING THE SCENE 	2
E BEN WHITE BLVD SVRD WB / WOODWARD ST 	-97.74400631,30.21660271 	DWI  .15 BAC OR ABOVE 	1
E BEN WHITE BLVD SVRD WB / WOODWARD ST 	-97.74400631,30.21660271 	CRASH/LEAVING THE SCENE 	1
0 	E BEN WHITE BLVD TO IH 35 NB RAMP 	CRASH/LEAVING THE SCENE 	1
100-6200 	E BEN WHITE BLVD WB 	DWI  .15 BAC OR ABOVE 	1
100-6200 	E BEN WHITE BLVD WB 	DWI 	5
100-6200 	E BEN WHITE BLVD WB 	DRIVING WHILE INTOX / FELONY 	1
100-6200 	E BEN WHITE BLVD WB 	CRASH/LEAVING THE SCENE 	17
100-6200 	E BEN WHITE BLVD WB 	RECKLESS DRIVING 	1
E BEN WHITE BLVD WB / E BEN WHT WB TO E SH 71 EB TRN 	-97.67768098,30.22289051 	CRASH/LEAVING THE SCENE 	1
E BEN WHITE BLVD WB / S 35 NB TO E BEN WHITE WB RAMP 	-97.76047043,30.22112877 	CRASH/LEAVING THE SCENE 	1
7900 	E BEN WHITE SVRD WB 	CRASH/LEAVING THE SCENE 	1
0 	E BEN WHITE TO IH 35 NB RAMP 	CRASH/LEAVING THE SCENE 	1
0 	E BEN WHITE WB TO S 35 SB RAMP 	CRASH/LEAVING THE SCENE 	1
E BEN WHITE WB TO S 35 SB RAMP / S IH 35 SB 	-97.75602141,30.20900118 	CRASH/LEAVING THE SCENE 	2
E BEN WHT WB TO E SH 71 EB TRN / E SH 71 EB 	-97.67829207,30.2223201 	CRASH/LEAVING THE SCENE 	1
1300 	E BRAKER 	CRASH/FAIL STOP AND RENDER AID 	1
400-1300 	E BRAKER LN 	CRASH/NO INJURY 	1
400-1300 	E BRAKER LN 	DWI 	4
400-1300 	E BRAKER LN 	CRASH/FAIL STOP AND RENDER AID 	3
400-1300 	E BRAKER LN 	CRASH/LEAVING THE SCENE 	23
E BRAKER LN / BLUFF BEND DR 	-97.6725383,30.37542445 	CRASH/LEAVING THE SCENE 	1
E BRAKER LN / DESSAU RD 	-97.65866573,30.37728951 	DWI 	1
E BRAKER LN / DESSAU RD 	-97.65866573,30.37728951 	CRASH/SERIOUS BODILY INJURY 	1
E BRAKER LN / N IH 35 SVRD NB 	-97.6755891,30.37694816 	CRASH/CITY VEHICLE 	1
E BRAKER LN / N IH 35 SVRD NB 	-97.6755891,30.37694816 	CRASH/LEAVING THE SCENE 	5
E BRAKER LN / N IH 35 SVRD NB 	-97.6755891,30.37694816 	DWI 	2
0 	E BRAKER LN / N IH 35 SVRD SB 	DWI 	1
E BRAKER LN / N IH 35 SVRD SB 	-97.67648833,30.37712356 	DWI 	1
E BRAKER LN / N IH 35 SVRD SB 	-97.67648833,30.37712356 	CRASH/LEAVING THE SCENE 	2
E BRAKER LN / N IH 35 SVRD SB 	-97.67648833,30.37712356 	DWI 2ND 	1
0 	E BRAKER LN/N IH 35 SVRD SB 	CRASH/LEAVING THE SCENE 	1
100 	E CADDO ST 	DWI 	1
0-5200 	E CESAR CHAVEZ ST 	CRASH/AUTO VS PEDESTRIAN 	1
0-5200 	E CESAR CHAVEZ ST 	DWI  .15 BAC OR ABOVE 	8
0-5200 	E CESAR CHAVEZ ST 	CRASH/LEAVING THE SCENE 	47
0-5200 	E CESAR CHAVEZ ST 	CRASH/FAIL STOP AND RENDER AID 	2
0-5200 	E CESAR CHAVEZ ST 	DWI 2ND 	5
0-5200 	E CESAR CHAVEZ ST 	DWI 	13
E CESAR CHAVEZ ST / BRAZOS ST 	-97.7432111,30.26302871 	CRASH/CITY VEHICLE 	1
E CESAR CHAVEZ ST / BRAZOS ST 	-97.7432111,30.26302871 	CRASH/LEAVING THE SCENE 	2
E CESAR CHAVEZ ST / CHALMERS AVE 	-97.72664151,30.25783006 	DWI 	1
E CESAR CHAVEZ ST / CHALMERS AVE 	-97.72664151,30.25783006 	CRASH/LEAVING THE SCENE 	1
E CESAR CHAVEZ ST / CHICON ST 	-97.72461373,30.25713146 	CRASH/LEAVING THE SCENE 	1
E CESAR CHAVEZ ST / COMAL ST 	-97.72866962,30.25851764 	CRASH/LEAVING THE SCENE 	1
E CESAR CHAVEZ ST / CONGRESS AVE 	-97.74457039,30.26338072 	DWI 	1
E CESAR CHAVEZ ST / CONGRESS AVE 	-97.74457039,30.26338072 	CRASH/LEAVING THE SCENE 	5
E CESAR CHAVEZ ST / E 2ND ST 	-97.7079034,30.25170471 	CRASH/LEAVING THE SCENE 	1
E CESAR CHAVEZ ST / E 5TH ST 	-97.69632626,30.25128541 	CRASH/LEAVING THE SCENE 	1
E CESAR CHAVEZ ST / LEVANDER LOOP 	-97.69603922,30.2508917 	CRASH/LEAVING THE SCENE 	1
E CESAR CHAVEZ ST / LLANO ST 	-97.71414788,30.25344423 	DWI 2ND 	1
E CESAR CHAVEZ ST / MILDRED ST 	-97.71935413,30.25527503 	CRASH/LEAVING THE SCENE 	2
E CESAR CHAVEZ ST / N IH 35 SVRD NB 	-97.7357885,30.26099446 	DWI 2ND 	1
E CESAR CHAVEZ ST / N IH 35 SVRD NB 	-97.7357885,30.26099446 	CRASH/LEAVING THE SCENE 	3
0 	E CESAR CHAVEZ ST / N IH 35 SVRD SB 	DWI 	1
E CESAR CHAVEZ ST / N IH 35 SVRD SB 	-97.7367707,30.26122889 	CRASH/LEAVING THE SCENE 	1
E CESAR CHAVEZ ST / N PLEASANT VALLEY RD 	-97.71278534,30.25298732 	DWI 	1
E CESAR CHAVEZ ST / N PLEASANT VALLEY RD 	-97.71278534,30.25298732 	CRASH/LEAVING THE SCENE 	2
E CESAR CHAVEZ ST / N PLEASANT VALLEY RD 	-97.71278534,30.25298732 	DWI 2ND 	1
E CESAR CHAVEZ ST / PEDERNALES ST 	-97.71675487,30.25439137 	DWI 	1
E CESAR CHAVEZ ST / PEDERNALES ST 	-97.71675487,30.25439137 	CRASH/LEAVING THE SCENE 	2
E CESAR CHAVEZ ST / RED RIVER ST 	-97.73879624,30.26178149 	DWI 	1
E CESAR CHAVEZ ST / RED RIVER ST 	-97.73879624,30.26178149 	CRASH/LEAVING THE SCENE 	2
E CESAR CHAVEZ ST / SHADY LN 	-97.69857587,30.25138945 	DWI 	1
E CESAR CHAVEZ ST / SPRINGDALE RD 	-97.7042766,30.25191637 	CRASH/LEAVING THE SCENE 	1
E CESAR CHAVEZ ST / TRINITY ST 	-97.74107998,30.26239429 	CRASH/LEAVING THE SCENE 	2
E CESAR CHAVEZ ST / WALLER ST 	-97.73261207,30.25988489 	CRASH/LEAVING THE SCENE 	1
E CESAR CHAVEZ TO N 35 NB RAMP / N IH 35 NB 	-97.73526679,30.26378098 	CRASH/LEAVING THE SCENE 	2
E CESAR CHAVEZ TO N 35 NB RAMP / N IH 35 SB 	-97.7372146,30.25909538 	CRASH/LEAVING THE SCENE 	4
500 	E CESASR CHAVEZ ST 	CRASH/LEAVING THE SCENE 	1
700-900 	E DEAN KEETON ST 	DWI 2ND 	1
700-900 	E DEAN KEETON ST 	CRASH/LEAVING THE SCENE 	2
E DEAN KEETON ST / LAFAYETTE AVE 	-97.72181622,30.28442393 	CRASH/LEAVING THE SCENE 	1
E DEAN KEETON ST / MANOR RD 	-97.72082338,30.28410666 	CRASH/LEAVING THE SCENE 	1
E DEAN KEETON ST / RED RIVER ST 	-97.72674618,30.28716464 	CRASH/LEAVING THE SCENE 	2
E DEAN KEETON ST / SPEEDWAY 	-97.73680998,30.28945644 	CRASH/LEAVING THE SCENE 	1
E DITTMAR RD / S CONGRESS AVE 	-97.78198272,30.18339598 	CRASH/LEAVING THE SCENE 	1
200 	E ELIZABETH ST 	CRASH/LEAVING THE SCENE 	1
100 	E FAWNRIDGE DR 	DWI  .15 BAC OR ABOVE 	1
200 	E FM 1626 RD 	CRASH/LEAVING THE SCENE 	1
E FM 1626 RD / S 1ST ST 	-97.8048026,30.14366168 	CRASH/LEAVING THE SCENE 	1
100-300 	E GARRETT RUN 	DWI 	1
100-300 	E GARRETT RUN 	CRASH/LEAVING THE SCENE 	2
100-300 	E GARRETT RUN 	DWI 2ND 	1
E GARRETT RUN / DIAMONDBACK TRL 	-97.68614911,30.36735865 	CRASH/LEAVING THE SCENE 	1
E GARRETT RUN / HICKOK CT 	-97.68640625,30.36665711 	DWI 	1
600 	E GRADY DR 	DWI 	1
300-500 	E HIGHLAND MALL BLVD 	CRASH/LEAVING THE SCENE 	3
E HIGHLAND MALL BLVD / JONATHAN DR 	-97.71300352,30.32853309 	CRASH/LEAVING THE SCENE 	1
500-1700 	E HOWARD LN 	DWI 2ND 	1
500-1700 	E HOWARD LN 	CRASH/LEAVING THE SCENE 	4
E HOWARD LN / DESSAU RD 	-97.63843605,30.40364963 	DWI 	1
E HOWARD LN / DESSAU RD 	-97.63843605,30.40364963 	CRASH/LEAVING THE SCENE 	3
E HOWARD LN / GREINERT DR 	-97.65569373,30.41554889 	CRASH/FAIL STOP AND RENDER AID 	1
E HOWARD LN / HARRIS RIDGE BLVD 	-97.64863185,30.40954572 	CRASH/LEAVING THE SCENE 	1
400-500 	E HUNTLAND DR 	DWI 	1
400-500 	E HUNTLAND DR 	CRASH/LEAVING THE SCENE 	1
9300 	E HWY 290 	CRASH/LEAVING THE SCENE 	1
9200 	E HWY 290 SVRD 	DWI 	1
1500 	E HWY 71 EB 	DWI 2ND 	1
100-600 	E KOENIG LN 	DWI  .15 BAC OR ABOVE 	2
100-600 	E KOENIG LN 	CRASH/FATALITY 	1
100-600 	E KOENIG LN 	CRASH/LEAVING THE SCENE 	3
100-600 	E KOENIG LN 	CRASH/FAIL STOP AND RENDER AID 	1
100-600 	E KOENIG LN 	DWI 2ND 	2
100-600 	E KOENIG LN 	DWI 	1
E KOENIG LN / AVENUE F 	-97.7185778,30.32196352 	DWI 	1
900 	E KOENIG LN EB 	DWI 	1
900 	E KOENIG LN EB 	CRASH/LEAVING THE SCENE 	2
500-900 	E KOENIG LN SVRD EB 	DWI  .15 BAC OR ABOVE 	1
500-900 	E KOENIG LN SVRD EB 	DWI 2ND 	1
500-900 	E KOENIG LN SVRD EB 	DWI 	1
500-900 	E KOENIG LN SVRD EB 	CRASH/LEAVING THE SCENE 	1
E KOENIG LN SVRD EB / AIRPORT BLVD 	-97.71254976,30.31990968 	DRIVING WHILE INTOX / FELONY 	1
E KOENIG LN SVRD EB / AIRPORT BLVD 	-97.71254976,30.31990968 	CRASH/LEAVING THE SCENE 	3
E KOENIG LN SVRD EB / N IH 35 SVRD SB 	-97.70749331,30.32142068 	DWI 	1
800-1000 	E KOENIG LN SVRD WB 	CRASH/NO INJURY 	1
800-1000 	E KOENIG LN SVRD WB 	CRASH/FATALITY 	1
E KOENIG LN SVRD WB / AIRPORT BLVD 	-97.71295917,30.32094393 	CRASH/LEAVING THE SCENE 	2
E KOENIG LN SVRD WB / N IH 35 SVRD SB 	-97.70742694,30.3224617 	CRASH/LEAVING THE SCENE 	1
800-900 	E KOENIG LN WB 	CRASH/FATALITY 	1
800-900 	E KOENIG LN WB 	CRASH/LEAVING THE SCENE 	1
600-1300 	E LIVE OAK ST 	DWI 2ND 	1
600-1300 	E LIVE OAK ST 	CRASH/LEAVING THE SCENE 	2
E LIVE OAK ST / BRACKENRIDGE ST 	-97.75061207,30.24112872 	CRASH/LEAVING THE SCENE 	1
E LIVE OAK ST / TRAVIS HEIGHTS BLVD 	-97.74526495,30.23806145 	CRASH/LEAVING THE SCENE 	1
100 	E LONGSPUR BLVD 	DWI 	1
2100 	E M FRANKLIN AVE 	CRASH/LEAVING THE SCENE 	1
300-5800 	E MARTIN LUTHER KING JR BLVD 	CRASH/AUTO VS PEDESTRIAN 	1
300-5800 	E MARTIN LUTHER KING JR BLVD 	CRASH/CITY VEHICLE 	2
300-5800 	E MARTIN LUTHER KING JR BLVD 	CRASH/LEAVING THE SCENE 	17
300-5800 	E MARTIN LUTHER KING JR BLVD 	CRASH/FAIL STOP AND RENDER AID 	1
300-5800 	E MARTIN LUTHER KING JR BLVD 	DWI  .15 BAC OR ABOVE 	2
300-5800 	E MARTIN LUTHER KING JR BLVD 	DWI 	8
300-5800 	E MARTIN LUTHER KING JR BLVD 	DWI 2ND 	3
E MARTIN LUTHER KING JR BLVD / AIRPORT BLVD 	-97.70394873,30.28257064 	CRASH/CITY VEHICLE 	1
E MARTIN LUTHER KING JR BLVD / AIRPORT BLVD 	-97.70394873,30.28257064 	CRASH/LEAVING THE SCENE 	4
E MARTIN LUTHER KING JR BLVD / ALEXANDER AVE 	-97.70946102,30.28170449 	CRASH/LEAVING THE SCENE 	1
E MARTIN LUTHER KING JR BLVD / BRAZOS ST 	-97.73677756,30.28029439 	CRASH/LEAVING THE SCENE 	1
E MARTIN LUTHER KING JR BLVD / CHESTNUT AVE 	-97.71727525,30.28043682 	CRASH/LEAVING THE SCENE 	2
E MARTIN LUTHER KING JR BLVD / CHICON ST 	-97.72124084,30.27980537 	DWI 	1
E MARTIN LUTHER KING JR BLVD / CHICON ST 	-97.72124084,30.27980537 	DWI - DRUG RECOGNITION EXPERT 	1
E MARTIN LUTHER KING JR BLVD / CHICON ST 	-97.72124084,30.27980537 	CRASH/LEAVING THE SCENE 	2
E MARTIN LUTHER KING JR BLVD / COMAL ST 	-97.72514173,30.27910372 	DWI - DRUG RECOGNITION EXPERT 	1
E MARTIN LUTHER KING JR BLVD / COMAL ST 	-97.72514173,30.27910372 	CRASH/LEAVING THE SCENE 	1
E MARTIN LUTHER KING JR BLVD / E M FRANKLIN AVE 	-97.69609591,30.28372945 	DRIVING WHILE INTOX / FELONY 	1
E MARTIN LUTHER KING JR BLVD / ED BLUESTEIN BLVD SVRD SB 	-97.66595651,30.28573228 	CRASH/LEAVING THE SCENE 	2
E MARTIN LUTHER KING JR BLVD / ED BLUESTEIN SB TO MLK WB RAMP 	-97.66680201,30.28587089 	CRASH/LEAVING THE SCENE 	1
E MARTIN LUTHER KING JR BLVD / FM 969 RD 	-97.66535715,30.28563179 	CRASH/LEAVING THE SCENE 	1
E MARTIN LUTHER KING JR BLVD / N IH 35 SVRD NB 	-97.729084,30.27851007 	DWI 	1
E MARTIN LUTHER KING JR BLVD / N IH 35 SVRD NB 	-97.729084,30.27851007 	CRASH/LEAVING THE SCENE 	2
E MARTIN LUTHER KING JR BLVD / N IH 35 SVRD SB 	-97.73048969,30.27855788 	CRASH/LEAVING THE SCENE 	2
E MARTIN LUTHER KING JR BLVD / POQUITO ST 	-97.72021536,30.27999349 	CRASH/LEAVING THE SCENE 	1
E MARTIN LUTHER KING JR BLVD / SPRINGDALE RD 	-97.6826322,30.285861 	DWI 2ND 	1
E MARTIN LUTHER KING JR BLVD / SPRINGDALE RD 	-97.6826322,30.285861 	DWI 	2
E MARTIN LUTHER KING JR BLVD / SPRINGDALE RD 	-97.6826322,30.285861 	CRASH/LEAVING THE SCENE 	3
E MARTIN LUTHER KING JR BLVD / TANNEHILL LN 	-97.66941078,30.2863102 	DWI 	1
E MARTIN LUTHER KING JR BLVD / TANNEHILL LN 	-97.66941078,30.2863102 	CRASH/LEAVING THE SCENE 	1
E MARTIN LUTHER KING JR BLVD / TEMPLE DR 	-97.68764203,30.2850734 	DWI 	1
E MARTIN LUTHER KING JR BLVD / TILLERY ST 	-97.70171483,30.28290983 	DWI 	1
